Date Time, Water Level, Sigma, I, L 
2018-10-14 07:00,4.067,0.010,0,0
2018-10-14 08:00,4.185,0.016,0,0
2018-10-14 09:00,3.247,0.052,0,0
2018-10-14 10:00,1.623,0.062,0,0
2018-10-14 11:00,-0.382,0.069,0,0
2018-10-14 12:00,-2.445,0.062,0,0
2018-10-14 13:00,-3.817,0.033,0,0
2018-10-14 14:00,-3.961,0.033,0,0
2018-10-14 15:00,-2.731,0.052,0,0
2018-10-14 16:00,-1.054,0.052,0,0
2018-10-14 17:00,0.993,0.052,0,0
2018-10-14 18:00,2.965,0.049,0,0
2018-10-14 19:00,4.300,0.043,0,0
2018-10-14 20:00,4.563,0.033,0,0
2018-10-14 21:00,3.539,0.049,0,0
2018-10-14 22:00,2.072,0.056,0,0
2018-10-14 23:00,0.061,0.062,0,0
2018-10-15 00:00,-2.226,0.046,0,0
2018-10-15 01:00,-3.977,0.046,0,0
2018-10-15 02:00,-5.027,0.036,0,0
2018-10-15 03:00,-4.420,0.039,0,0
2018-10-15 04:00,-2.964,0.043,0,0
2018-10-15 05:00,-1.212,0.062,0,0
2018-10-15 06:00,0.826,0.069,0,0
2018-10-15 07:00,2.673,0.043,0,0
2018-10-15 08:00,3.644,0.016,0,0
2018-10-15 09:00,3.516,0.030,0,0
2018-10-15 10:00,2.548,0.036,0,0
2018-10-15 11:00,1.013,0.049,0,0
2018-10-15 12:00,-0.752,0.059,0,0
2018-10-15 13:00,-2.544,0.039,0,0
2018-10-15 14:00,-3.489,0.013,0,0
2018-10-15 15:00,-3.295,0.030,0,0
2018-10-15 16:00,-2.025,0.052,0,0
2018-10-15 17:00,-0.569,0.062,0,0
2018-10-15 18:00,1.360,0.066,0,0
2018-10-15 19:00,3.050,0.056,0,0
2018-10-15 20:00,4.408,0.036,0,0
2018-10-15 21:00,4.582,0.030,0,0
2018-10-15 22:00,3.670,0.039,0,0
2018-10-15 23:00,2.266,0.056,0,0
2018-10-16 00:00,0.373,0.059,0,0
2018-10-16 01:00,-1.710,0.066,0,0
2018-10-16 02:00,-3.354,0.039,0,0
2018-10-16 03:00,-4.112,0.036,0,0
2018-10-16 04:00,-3.390,0.039,0,0
2018-10-16 05:00,-2.498,0.033,0,0
2018-10-16 06:00,-0.759,0.062,0,0
2018-10-16 07:00,0.806,0.052,0,0
2018-10-16 08:00,2.423,0.036,0,0
2018-10-16 09:00,2.745,0.013,0,0
2018-10-16 10:00,2.689,0.010,0,0
2018-10-16 11:00,1.797,0.072,0,0
2018-10-16 12:00,-0.063,0.046,0,0
2018-10-16 13:00,-1.510,0.069,0,0
2018-10-16 14:00,-3.374,0.036,0,0
2018-10-16 15:00,-4.102,0.033,0,0
2018-10-16 16:00,-3.446,0.026,0,0
2018-10-16 17:00,-2.550,0.026,0,0
2018-10-16 18:00,-0.733,0.079,0,0
2018-10-16 19:00,0.849,0.069,0,0
2018-10-16 20:00,2.525,0.066,0,0
2018-10-16 21:00,3.562,0.033,0,0
2018-10-16 22:00,3.536,0.023,0,0
2018-10-16 23:00,2.817,0.023,0,0
2018-10-17 00:00,1.173,0.062,0,0
2018-10-17 01:00,-0.890,0.059,0,0
2018-10-17 02:00,-2.632,0.049,0,0
2018-10-17 03:00,-4.089,0.030,0,0
2018-10-17 04:00,-4.181,0.013,0,0
2018-10-17 05:00,-3.761,0.043,0,0
2018-10-17 06:00,-2.626,0.046,0,0
2018-10-17 07:00,-0.972,0.039,0,0
2018-10-17 08:00,0.790,0.052,0,0
2018-10-17 09:00,2.578,0.043,0,0
2018-10-17 10:00,3.267,0.030,0,0
2018-10-17 11:00,3.112,0.030,0,0
2018-10-17 12:00,2.364,0.052,0,0
2018-10-17 13:00,0.973,0.066,0,0
2018-10-17 14:00,-0.457,0.052,0,0
2018-10-17 15:00,-1.861,0.046,0,0
2018-10-17 16:00,-2.747,0.039,0,0
2018-10-17 17:00,-2.416,0.039,0,0
2018-10-17 18:00,-1.569,0.052,0,0
2018-10-17 19:00,-0.434,0.052,0,0
2018-10-17 20:00,1.101,0.046,0,0
2018-10-17 21:00,2.653,0.046,0,0
2018-10-17 22:00,3.513,0.026,0,0
2018-10-17 23:00,3.250,0.033,0,0
2018-10-18 00:00,2.725,0.043,0,0
2018-10-18 01:00,1.029,0.062,0,0
2018-10-18 02:00,-0.480,0.043,0,0
2018-10-18 03:00,-2.104,0.046,0,0
2018-10-18 04:00,-3.551,0.036,0,0
2018-10-18 05:00,-4.105,0.013,0,0
2018-10-18 06:00,-3.584,0.030,0,0
2018-10-18 07:00,-2.180,0.049,0,0
2018-10-18 08:00,-1.130,0.043,0,0
2018-10-18 09:00,0.622,0.043,0,0
2018-10-18 10:00,2.095,0.033,0,0
2018-10-18 11:00,2.807,0.007,0,0
2018-10-18 12:00,2.460,0.020,0,0
2018-10-18 13:00,1.541,0.039,0,0
2018-10-18 14:00,0.442,0.049,0,0
2018-10-18 15:00,-1.287,0.056,0,0
2018-10-18 16:00,-2.810,0.046,0,0
2018-10-18 17:00,-3.489,0.013,0,0
2018-10-18 18:00,-3.180,0.039,0,0
2018-10-18 19:00,-2.173,0.030,0,0
2018-10-18 20:00,-1.064,0.046,0,0
2018-10-18 21:00,0.521,0.056,0,0
2018-10-18 22:00,1.987,0.059,0,0
2018-10-18 23:00,2.847,0.023,0,0
2018-10-19 00:00,2.896,0.023,0,0
2018-10-19 01:00,1.915,0.033,0,0
2018-10-19 02:00,0.662,0.043,0,0
2018-10-19 03:00,-1.185,0.052,0,0
2018-10-19 04:00,-3.000,0.033,0,0
2018-10-19 05:00,-4.338,0.033,0,0
2018-10-19 06:00,-4.397,0.020,0,0
2018-10-19 07:00,-3.623,0.030,0,0
2018-10-19 08:00,-2.721,0.056,0,0
2018-10-19 09:00,-1.048,0.049,0,0
2018-10-19 10:00,0.619,0.059,0,0
2018-10-19 11:00,2.046,0.043,0,0
2018-10-19 12:00,2.650,0.000,0,0
2018-10-19 13:00,2.427,0.026,0,0
2018-10-19 14:00,1.557,0.039,0,0
2018-10-19 15:00,0.353,0.052,0,0
2018-10-19 16:00,-1.245,0.075,0,0
2018-10-19 17:00,-2.580,0.043,0,0
2018-10-19 18:00,-3.341,0.046,0,0
2018-10-19 19:00,-3.003,0.049,0,0
2018-10-19 20:00,-1.888,0.049,0,0
2018-10-19 21:00,-0.483,0.059,0,0
2018-10-19 22:00,1.173,0.066,0,0
2018-10-19 23:00,2.722,0.049,0,0
2018-10-20 00:00,3.552,0.046,0,0
2018-10-20 01:00,3.326,0.052,0,0
2018-10-20 02:00,2.581,0.039,0,0
2018-10-20 03:00,1.091,0.052,0,0
2018-10-20 04:00,-0.631,0.066,0,0
2018-10-20 05:00,-2.403,0.066,0,0
2018-10-20 06:00,-3.508,0.016,0,0
2018-10-20 07:00,-3.597,0.020,0,0
2018-10-20 08:00,-2.892,0.039,0,0
2018-10-20 09:00,-1.556,0.066,0,0
2018-10-20 10:00,0.232,0.075,0,0
2018-10-20 11:00,2.033,0.075,0,0
2018-10-20 12:00,3.050,0.039,0,0
2018-10-20 13:00,3.831,0.026,0,0
2018-10-20 14:00,3.293,0.052,0,0
2018-10-20 15:00,2.082,0.052,0,0
2018-10-20 16:00,0.737,0.062,0,0
2018-10-20 17:00,-1.136,0.046,0,0
2018-10-20 18:00,-2.777,0.052,0,0
2018-10-20 19:00,-3.151,0.036,0,0
2018-10-20 20:00,-2.816,0.052,0,0
2018-10-20 21:00,-1.356,0.046,0,0
2018-10-20 22:00,0.110,0.033,0,0
2018-10-20 23:00,1.954,0.062,0,0
2018-10-21 00:00,3.545,0.043,0,0
2018-10-21 01:00,4.366,0.016,0,0
2018-10-21 02:00,3.920,0.033,0,0
2018-10-21 03:00,2.843,0.039,0,0
2018-10-21 04:00,1.144,0.046,0,0
2018-10-21 05:00,-0.805,0.062,0,0
2018-10-21 06:00,-2.577,0.052,0,0
2018-10-21 07:00,-3.804,0.030,0,0
2018-10-21 08:00,-3.574,0.023,0,0
2018-10-21 09:00,-2.475,0.059,0,0
2018-10-21 10:00,-0.857,0.049,0,0
2018-10-21 11:00,0.908,0.069,0,0
2018-10-21 12:00,2.719,0.066,0,0
2018-10-21 13:00,3.949,0.030,0,0
2018-10-21 14:00,4.326,0.023,0,0
2018-10-21 15:00,3.326,0.049,0,0
2018-10-21 16:00,1.767,0.059,0,0
2018-10-21 17:00,-0.129,0.062,0,0
2018-10-21 18:00,-2.107,0.066,0,0
2018-10-21 19:00,-3.705,0.046,0,0
2018-10-21 20:00,-4.142,0.023,0,0
2018-10-21 21:00,-3.331,0.036,0,0
2018-10-21 22:00,-1.802,0.066,0,0
2018-10-21 23:00,0.170,0.066,0,0
2018-10-22 00:00,2.079,0.066,0,0
2018-10-22 01:00,3.782,0.039,0,0
2018-10-22 02:00,4.267,0.013,0,0
2018-10-22 03:00,3.742,0.026,0,0
2018-10-22 04:00,2.492,0.056,0,0
2018-10-22 05:00,0.596,0.052,0,0
2018-10-22 06:00,-1.500,0.075,0,0
2018-10-22 07:00,-3.364,0.046,0,0
2018-10-22 08:00,-4.371,0.030,0,0
2018-10-22 09:00,-3.715,0.033,0,0
2018-10-22 10:00,-2.429,0.059,0,0
2018-10-22 11:00,-0.874,0.056,0,0
2018-10-22 12:00,1.141,0.075,0,0
2018-10-22 13:00,3.060,0.039,0,0
2018-10-22 14:00,4.136,0.026,0,0
2018-10-22 15:00,4.077,0.026,0,0
2018-10-22 16:00,2.824,0.056,0,0
2018-10-22 17:00,1.049,0.049,0,0
2018-10-22 18:00,-1.497,0.000,1,0
2018-10-22 19:00,-3.292,0.000,1,0
2018-10-22 20:00,-4.253,0.000,1,0
2018-10-22 21:00,-4.335,0.000,1,0
2018-10-22 22:00,-3.216,0.000,1,0
2018-10-22 23:00,-1.294,0.000,1,0
2018-10-23 00:00,1.059,0.000,1,0
2018-10-23 01:00,2.912,0.000,1,0
2018-10-23 02:00,4.031,0.000,1,0
2018-10-23 03:00,4.116,0.000,1,0
2018-10-23 04:00,3.116,0.000,1,0
2018-10-23 05:00,1.288,0.000,1,0
2018-10-23 06:00,-1.044,0.000,1,0
2018-10-23 07:00,-3.023,0.000,1,0
2018-10-23 08:00,-4.335,0.000,1,0
2018-10-23 09:00,-4.601,0.000,1,0
2018-10-23 10:00,-3.774,0.000,1,0
2018-10-23 11:00,-2.078,0.000,1,0
2018-10-23 12:00,0.012,0.085,0,0
2018-10-23 13:00,2.322,0.079,0,0
2018-10-23 14:00,4.067,0.049,0,0
2018-10-23 15:00,4.704,0.010,0,0
2018-10-23 16:00,4.169,0.049,0,0
2018-10-23 17:00,2.712,0.052,0,0
2018-10-23 18:00,0.658,0.069,0,0
2018-10-23 19:00,-1.642,0.072,0,0
2018-10-23 20:00,-3.626,0.046,0,0
2018-10-23 21:00,-4.716,0.043,0,0
2018-10-23 22:00,-4.066,0.066,0,0
2018-10-23 23:00,-2.399,0.066,0,0
2018-10-24 00:00,-0.392,0.069,0,0
2018-10-24 01:00,2.066,0.072,0,0
2018-10-24 02:00,4.139,0.066,0,0
2018-10-24 03:00,4.976,0.010,0,0
2018-10-24 04:00,4.802,0.016,0,0
2018-10-24 05:00,3.729,0.049,0,0
2018-10-24 06:00,1.708,0.079,0,0
2018-10-24 07:00,-0.802,0.056,0,0
2018-10-24 08:00,-2.980,0.059,0,0
2018-10-24 09:00,-4.440,0.016,0,0
2018-10-24 10:00,-4.289,0.039,0,0
2018-10-24 11:00,-2.810,0.046,0,0
2018-10-24 12:00,-0.985,0.069,0,0
2018-10-24 13:00,1.584,0.075,0,0
2018-10-24 14:00,3.736,0.049,0,0
2018-10-24 15:00,5.038,0.030,0,0
2018-10-24 16:00,5.304,0.026,0,0
2018-10-24 17:00,4.070,0.066,0,0
2018-10-24 18:00,2.407,0.059,0,0
2018-10-24 19:00,-0.031,0.072,0,0
2018-10-24 20:00,-2.508,0.066,0,0
2018-10-24 21:00,-4.565,0.043,0,0
2018-10-24 22:00,-5.211,0.016,0,0
2018-10-24 23:00,-4.230,0.039,0,0
2018-10-25 00:00,-2.708,0.069,0,0
2018-10-25 01:00,-0.447,0.082,0,0
2018-10-25 02:00,1.941,0.085,0,0
2018-10-25 03:00,3.897,0.039,0,0
2018-10-25 04:00,4.471,0.010,0,0
2018-10-25 05:00,3.897,0.026,0,0
2018-10-25 06:00,2.374,0.072,0,0
2018-10-25 07:00,0.097,0.079,0,0
2018-10-25 08:00,-2.222,0.075,0,0
2018-10-25 09:00,-4.309,0.072,0,0
2018-10-25 10:00,-5.191,0.007,0,0
2018-10-25 11:00,-4.384,0.056,0,0
2018-10-25 12:00,-2.593,0.089,0,0
2018-10-25 13:00,-0.313,0.075,0,0
2018-10-25 14:00,2.135,0.069,0,0
2018-10-25 15:00,4.261,0.059,0,0
2018-10-25 16:00,5.294,0.020,0,0
2018-10-25 17:00,4.874,0.036,0,0
2018-10-25 18:00,3.345,0.075,0,0
2018-10-25 19:00,1.128,0.085,0,0
2018-10-25 20:00,-1.579,0.095,0,0
2018-10-25 21:00,-3.912,0.072,0,0
2018-10-25 22:00,-5.510,0.023,0,0
2018-10-25 23:00,-5.490,0.023,0,0
2018-10-26 00:00,-4.105,0.056,0,0
2018-10-26 01:00,-2.308,0.066,0,0
2018-10-26 02:00,0.189,0.089,0,0
2018-10-26 03:00,2.696,0.072,0,0
2018-10-26 04:00,3.995,0.036,0,0
2018-10-26 05:00,4.271,0.030,0,0
2018-10-26 06:00,3.381,0.039,0,0
2018-10-26 07:00,1.502,0.082,0,0
2018-10-26 08:00,-0.661,0.085,0,0
2018-10-26 09:00,-3.042,0.062,0,0
2018-10-26 10:00,-4.794,0.039,0,0
2018-10-26 11:00,-5.264,0.033,0,0
2018-10-26 12:00,-3.846,0.052,0,0
2018-10-26 13:00,-1.983,0.085,0,0
2018-10-26 14:00,0.599,0.069,0,0
2018-10-26 15:00,3.063,0.049,0,0
2018-10-26 16:00,4.845,0.020,0,0
2018-10-26 17:00,5.199,0.016,0,0
2018-10-26 18:00,4.484,0.056,0,0
2018-10-26 19:00,2.535,0.052,0,0
2018-10-26 20:00,0.107,0.085,0,0
2018-10-26 21:00,-2.534,0.082,0,0
2018-10-26 22:00,-4.962,0.075,0,0
2018-10-26 23:00,-5.887,0.010,0,0
2018-10-27 00:00,-5.414,0.049,0,0
2018-10-27 01:00,-3.653,0.059,0,0
2018-10-27 02:00,-1.510,0.062,0,0
2018-10-27 03:00,1.121,0.089,0,0
2018-10-27 04:00,3.454,0.046,0,0
2018-10-27 05:00,4.622,0.016,0,0
2018-10-27 06:00,4.569,0.013,0,0
2018-10-27 07:00,3.234,0.066,0,0
2018-10-27 08:00,1.397,0.056,0,0
2018-10-27 09:00,-0.949,0.085,0,0
2018-10-27 10:00,-3.085,0.072,0,0
2018-10-27 11:00,-4.443,0.033,0,0
2018-10-27 12:00,-4.125,0.056,0,0
2018-10-27 13:00,-2.117,0.082,0,0
2018-10-27 14:00,-0.057,0.082,0,0
2018-10-27 15:00,2.551,0.072,0,0
2018-10-27 16:00,5.215,0.066,0,0
2018-10-27 17:00,6.597,0.046,0,0
2018-10-27 18:00,6.984,0.052,0,0
2018-10-27 19:00,6.101,0.105,0,0
2018-10-27 20:00,4.034,0.085,0,0
2018-10-27 21:00,1.889,0.115,0,0
2018-10-27 22:00,-0.877,0.079,0,0
2018-10-27 23:00,-2.816,0.066,0,0
2018-10-28 00:00,-3.663,0.049,0,0
2018-10-28 01:00,-3.079,0.082,0,0
2018-10-28 02:00,-1.461,0.069,0,0
2018-10-28 03:00,0.360,0.115,0,0
2018-10-28 04:00,2.981,0.056,0,0
2018-10-28 05:00,4.884,0.069,0,0
2018-10-28 06:00,5.629,0.039,0,0
2018-10-28 07:00,4.923,0.049,0,0
2018-10-28 08:00,3.401,0.066,0,0
2018-10-28 09:00,1.502,0.082,0,0
2018-10-28 10:00,-1.074,0.066,0,0
2018-10-28 11:00,-3.016,0.036,0,0
2018-10-28 12:00,-4.096,0.016,0,0
2018-10-28 13:00,-3.505,0.039,0,0
2018-10-28 14:00,-1.707,0.066,0,0
2018-10-28 15:00,0.412,0.082,0,0
2018-10-28 16:00,2.876,0.095,0,0
2018-10-28 17:00,5.058,0.066,0,0
2018-10-28 18:00,6.242,0.049,0,0
2018-10-28 19:00,5.852,0.033,0,0
2018-10-28 20:00,4.307,0.043,0,0
2018-10-28 21:00,2.381,0.069,0,0
2018-10-28 22:00,-0.323,0.092,0,0
2018-10-28 23:00,-2.987,0.066,0,0
2018-10-29 00:00,-5.168,0.052,0,0
2018-10-29 01:00,-5.447,0.026,0,0
2018-10-29 02:00,-4.302,0.059,0,0
2018-10-29 03:00,-2.521,0.059,0,0
2018-10-29 04:00,-0.142,0.069,0,0
2018-10-29 05:00,2.368,0.075,0,0
2018-10-29 06:00,4.205,0.033,0,0
2018-10-29 07:00,4.818,0.013,0,0
2018-10-29 08:00,4.146,0.033,0,0
2018-10-29 09:00,2.670,0.059,0,0
2018-10-29 10:00,0.704,0.066,0,0
2018-10-29 11:00,-1.648,0.066,0,0
2018-10-29 12:00,-3.561,0.039,0,0
2018-10-29 13:00,-4.329,0.033,0,0
2018-10-29 14:00,-3.193,0.115,0,0
2018-10-29 15:00,-1.399,0.069,0,0
2018-10-29 16:00,1.000,0.046,0,0
2018-10-29 17:00,3.237,0.075,0,0
2018-10-29 18:00,5.271,0.062,0,0
2018-10-29 19:00,5.980,0.043,0,0
2018-10-29 20:00,5.530,0.039,0,0
2018-10-29 21:00,3.834,0.069,0,0
2018-10-29 22:00,1.502,0.069,0,0
2018-10-29 23:00,-1.117,0.075,0,0
2018-10-30 00:00,-3.617,0.082,0,0
2018-10-30 01:00,-5.483,0.033,0,0
2018-10-30 02:00,-5.474,0.026,0,0
2018-10-30 03:00,-4.260,0.036,0,0
2018-10-30 04:00,-2.455,0.059,0,0
2018-10-30 05:00,-0.096,0.092,0,0
2018-10-30 06:00,2.371,0.062,0,0
2018-10-30 07:00,4.054,0.026,0,0
2018-10-30 08:00,4.477,0.013,0,0
2018-10-30 09:00,3.765,0.036,0,0
2018-10-30 10:00,2.256,0.046,0,0
2018-10-30 11:00,0.196,0.085,0,0
2018-10-30 12:00,-2.173,0.069,0,0
2018-10-30 13:00,-4.020,0.066,0,0
2018-10-30 14:00,-4.598,0.020,0,0
2018-10-30 15:00,-3.521,0.052,0,0
2018-10-30 16:00,-1.727,0.062,0,0
2018-10-30 17:00,0.376,0.056,0,0
2018-10-30 18:00,2.939,0.052,0,0
2018-10-30 19:00,4.746,0.052,0,0
2018-10-30 20:00,5.468,0.026,0,0
2018-10-30 21:00,4.904,0.039,0,0
2018-10-30 22:00,3.395,0.069,0,0
2018-10-30 23:00,1.341,0.082,0,0
2018-10-31 00:00,-1.215,0.075,0,0
2018-10-31 01:00,-3.672,0.072,0,0
2018-10-31 02:00,-5.244,0.030,0,0
2018-10-31 03:00,-5.290,0.030,0,0
2018-10-31 04:00,-3.994,0.046,0,0
2018-10-31 05:00,-2.334,0.066,0,0
2018-10-31 06:00,-0.057,0.079,0,0
2018-10-31 07:00,2.190,0.056,0,0
2018-10-31 08:00,3.867,0.036,0,0
2018-10-31 09:00,4.294,0.010,0,0
2018-10-31 10:00,3.559,0.030,0,0
2018-10-31 11:00,2.049,0.052,0,0
2018-10-31 12:00,0.087,0.072,0,0
2018-10-31 13:00,-2.029,0.072,0,0
2018-10-31 14:00,-3.912,0.052,0,0
2018-10-31 15:00,-4.289,0.026,0,0
2018-10-31 16:00,-3.203,0.049,0,0
2018-10-31 17:00,-1.609,0.052,0,0
2018-10-31 18:00,0.478,0.066,0,0
2018-10-31 19:00,2.755,0.066,0,0
2018-10-31 20:00,4.605,0.049,0,0
2018-10-31 21:00,5.363,0.026,0,0
2018-10-31 22:00,4.717,0.039,0,0
2018-10-31 23:00,3.424,0.059,0,0
